OECID,FacilityName,OECID_Name,Date,Electricity Cost ($),Electricity Demand (KW),Electricity Usage (KWH),Gas (Therms),Gas Cost ($),Steam (mlbs),Steam Cost ($),Total Cost ($),Total Usage (mmBTUs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0200809,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 8/1/16,148909.3,1848.48,1068000,,,1265,25089.82,173999.12,5058.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0200988,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 7/1/16,147828.28,1824,1019200,,,869,17360.39,165188.67,4449.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0201183,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 6/1/16,134574.51,1682.88,1015200,,,711,16424.67,150999.18,4259.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0201272,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 5/1/16,67416.87,1456.32,830400,,,871,20290.57,87707.44,3807.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0201308,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 4/1/16,67899.29,1369.44,791200,,,741,30685.24,98584.53,3528.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0201330,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 3/1/16,77473.75,1487.52,797600,,,1644,58728.83,136202.58,4558.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0201423,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 2/1/16,74518.87,1446.24,871200,,,2329,83575.19,158094.06,5575.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0201529,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 1/1/16,72953.7,1351.2,828800,,,2440,73541.83,146495.53,5554.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0401630,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 12/1/15,91956.55,1564.32,1012800,,,1524,49216.34,141172.89,5159.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0500241,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 11/1/15,78718.4,1703.04,886400,,,1305,46710.53,125428.93,4483.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0500242,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 10/1/15,98812.73,1668.96,992000,,,723,16647.76,115460.49,4193.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0500243,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 9/1/15,145484.54,1785.12,935200,,,430,12566.85,158051.39,3672.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0500244,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 8/1/15,155591.26,1876.32,1060800,,,473,13350.7,168941.96,4148.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0500246,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 7/1/15,163938.23,1757.28,1040000,,,442,12912.24,176850.47,4043.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0500247,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 6/1/15,136494.57,1749.12,927200,,,552,14466.48,150961.05,3781.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0500248,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 5/1/15,91737.4,1487.04,916000,,,633,15996.48,107733.88,3833.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0500249,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 4/1/15,140516.15,1799.36,855200,,,1477,62175.56,202691.71,4568.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0500251,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 3/1/15,112186.76,1637.44,927200,,,2809,111495.85,223682.61,6302.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0500306,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 2/1/15,105967.52,1583.2,979200,,,3335,116239.4,222206.92,7067.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0500317,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 1/1/15,100087,1453.22,875200,,,3282,109314.81,209401.81,6653.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0500389,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 12/1/14,115701.78,1532.96,1010400,,,2667,87770.1,203471.88,6427.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0500426,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 11/1/14,85623.48,1617.28,872000,,,1280,50193.75,135817.23,4406.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0500554,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 10/1/14,127879.01,2075.2,1041600,,,1012,20634.98,148513.99,4685.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0500631,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 9/1/14,186418.96,2260.16,1066400,,,880,18584.95,205003.91,4622.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 8/1/14,183013.52,2097.92,1051200,,,719,16478.75,199492.27,4390.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 7/1/14,224779.26,2363.2,1233600,,,1123,22557.83,247337.09,5464.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 6/1/14,184517.49,2201.44,1068000,,,1547,28266.44,212783.93,5373.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 5/1/14,155402.61,1905.76,1041600,,,1740,31817.75,187220.36,5498.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 4/1/14,136722.08,1707.84,1003200,,,1722,67248.42,203970.5,5347.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 3/1/14,162643,1581.92,908000,,,2596,84912.68,247555.68,5999.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 2/1/14,96005.45,1534.56,918400,,,2725,96270.03,192275.48,6178.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 1/1/14,102584.24,1479.84,1003200,,,3464,108029.43,210613.67,7293.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 12/1/13,111402.86,1631.04,900800,,,2658,84416.58,195819.44,6043.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 11/1/13,96087.86,1764.96,920000,,,1893,62321.48,158409.34,5254.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 10/1/13,119069.92,1926.88,983200,,,1415,28400.52,147470.44,4936.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 9/1/13,197914.84,2134.56,1053600,,,1213,25020.41,222935.25,4951.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 8/1/13,219528.06,2434.72,1123200,,,1005,23722.63,243250.69,4956.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 7/1/13,223171.42,2343.04,1162400,,,1138,26009.39,249180.81,5238.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 6/1/13,197527.9,2298.08,1080800,,,1339,34005.62,231533.52,5184.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 5/1/13,134448.65,2137.44,1069600,,,1625,40060.57,174509.22,5465.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 4/1/13,114198.68,2080.32,924000,,,2010,89112.1,203310.78,5399.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 3/1/13,116445.83,1735.84,855200,,,2216,89934.22,206380.05,5394.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 2/1/13,114688.35,1884.64,939200,,,2441,99096.41,213784.76,5932.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 1/1/13,116409.8,1890.72,987200,,,2764,104683.74,221093.54,6457.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 12/1/12,116595.55,1827.04,974400,,,2303,97048.32,213643.87,5898.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 11/1/12,100255.64,1797.92,935200,,,1967,80973.97,181229.61,5389.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 10/1/12,134308.87,2216,1060800,,,1322,29578.3,163887.17,5097.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 9/1/12,213096.07,2312,1252800,,,524,14240.11,227336.18,4861.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 8/1/12,221649.49,2695.52,1168000,,,486,14317.7,235967.19,4529.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 7/1/12,235926.14,2357.76,1220800,,,436,13614.5,249540.64,4653.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 6/1/12,207499.59,2187.36,1196800,,,513,13723.16,221222.75,4657.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 5/1/12,110959.65,2019.36,1017600,,,749,19821.92,130781.57,4309.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 4/1/12,104579.08,1825.92,929600,,,1067,42717.24,147296.32,4364.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 3/1/12,96608.52,1764,869800,,,1773,66258.3,162866.82,4949.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 2/1/12,92048.66,1564,876600,,,2432,92158.58,184207.24,5708.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 1/1/12,88088.37,1520,781200,,,2996,116928.03,205016.4,6013.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 12/1/11,84065.76,1568,810600,,,2213,91198.09,175263.85,5238.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 11/1/11,97018.86,1460,896400,,,2187,90560.86,187579.72,5502.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 10/1/11,107380.14,1812,924000,,,850,25221.33,132601.47,4103.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 9/1/11,176936.35,1782,1014000,,,804,18591.24,195527.59,4358.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 8/1/11,165769.62,1700,873000,,,822,19331.37,185100.99,3897.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 7/1/11,193320.85,1856,975600,,,846,18293.62,211614.47,4274.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 6/1/11,158535.96,1816,1008000,,,961,20370.32,178906.28,4513.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 5/1/11,84310.34,1578,873600,,,1047,30120.99,114431.33,4151.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 4/1/11,79471.02,1586,834600,,,1869,68017.37,147488.39,4936.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 3/1/11,86773.64,1596,789000,,,2721,93308.04,180081.68,5732.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 2/1/11,81075.02,1400,803400,,,2817,101156.31,182231.33,5889.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 1/1/11,74401.4,1290,738000,,,3753,129734.16,204135.56,6711.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 12/1/10,87899.39,1540,880200,,,3166,97293.38,185192.77,6541.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 11/1/10,87479.83,1612,857400,,,1854,64785.88,152265.71,4997.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 10/1/10,103158.16,1660,907200,,,917,21296.03,124454.19,4120.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 9/1/10,152175.77,1794,919200,,,940,19844.02,172019.79,4187.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 8/1/10,151028.94,1708,917400,,,975,21767.65,172796.59,4220.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 7/1/10,163125.52,1732,991200,,,853,18747.96,181873.48,4335.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 6/1/10,145047.27,1744,907200,,,1049,20444.12,165491.39,4268.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 5/1/10,83466.52,1628,803400,,,860,18672.47,102138.99,3702.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Library - Stephen A. Schwartzman Building,0100581 Central Library - Stephen A. Schwartzman Building, 4/1/10,91767.8,1622,813000,,,1106,42092.94,133860.74,4010.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
